## 토큰, 레이블 구분자 : \t
## 토큰 구분자 : \n
## 문장 구분자 : \n\n
## 주석 : ##
## 칼럼명 : INDEX	WORD_FORM	LEMMA	POS	HEAD	DEPREL
## klue-dp-v1_train_00000_wikitree	해당 그림을 보면 디즈니 공주들이 브리트니 스피어스의 앨범이나 뮤직비디오, 화보 속 모습을 똑같이 재연했다.
10	발표했다.	발표 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00096_wikitree	배우 유승호(22) 씨가 밝힌 말이다.
1	배우	배우	NNG	2	NP
2	유승호(22)	유승호 ( 22 )	NNP+SS+SN+SS	3	NP
3	씨가	씨 가	NNB+JKS	4	NP_SBJ
4	밝힌	밝히 ㄴ	VV+ETM	5	VP_MOD
5	말이다.	말 이 다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00097_wikitree	그럼에도 불구하고 우리 새누리당은 유독 종로에서 지난 5년간, 19대 총선을 비롯해 서울시장 보궐선거, 18대 대통령 선거, 지방선거 등 총 4번의 선거에서 연이어 패배하는 아픔을 겪었습니다.
1	그럼에도	그렇 ㅁ 에 도	VA+ETN+JKB+JX	2	VP_AJT
2	불구하고	불구하 고	VV+EC	25	VP
3	우리	우리	NP	4	NP
4	새누리당은	새누리당 은	NNP+JX	25	NP_SBJ
5	유독	유독	MAG	23	AP
6	종로에서	종로 에서	NNP+JKB	23	NP_AJT
7	지난	지나 ㄴ	VV+ETM	8	VP_MOD
8	5년간,	5 년 간 ,	SN+NNB+XSN+SP	23	NP_AJT
9	19대	19 대	SN+NNB	10	NP
10	총선을	총선 을	NNG+JKO	11	NP_OBJ
11	비롯해	비롯하 여	VV+EC	21	VP
12	서울시장	서울 시장	NNP+NNG	13	NP
13	보궐선거,	보궐 선거 ,	NNG+NNG+SP	17	NP_CNJ
14	18대	18 대	SN+NNB	15	NP
15	대통령	대통령	NNG	16	NP
16	선거,	선거 ,	NNG+SP	17	NP_CNJ
17	지방선거	지방 선거	NNG+NNG	18	NP
18	등	등	NNB	21	NP
19	총	총	MMN	20	DP
20	4번의	4 번 의	SN+NNB+JKG	21	NP_MOD
21	선거에서	선거 에서	NNG+JKB	23	NP_AJT
22	연이어	연잇 어	VV+EC	23	VP
23	패배하는	패배 하 는	NNG+XSV+ETM	24	VP_MOD
24	아픔을	아픔 을	NNG+JKO	25	NP_OBJ
25	겪었습니다.	겪 었 습니다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00098_wikitree	트윗을 남길 당시 기성용은 허벅지 부상으로 2013 브라질월드컵 최종예선 레바논, 우즈베키스탄, 이란 전 명단에서 빠졌고, 이에 불만을 품고 트윗을 남겼다는 주장이 제기됐습니다.
1	트윗을	트윗 을	NNG+JKO	2	NP_OBJ
2	남길	남기 ㄹ	VV+ETM	3	VP_MOD
3	당시	당시	NNG	15	NP_AJT
4	기성용은	기성용 은	NNP+JX	15	NP_SBJ
5	허벅지	허벅지	NNG	6	NP
6	부상으로	부상 으로	NNG+JKB	15	NP_AJT
7	2013	2013	SN	9	NP
8	브라질월드컵	브라질 월드컵	NNP+NNG	9	NP
9	최종예선	최종 예선	NNG+NNG	13	NP
10	레바논,	레바논 ,	NNP+SP	12	NP_CNJ
11	우즈베키스탄,	우즈베키스탄 ,	NNP+SP	12	NP_CNJ
12	이란	이란	NNP	13	NP
13	전	전	XSN	14	NP
14	명단에서	명단 에서	NNG+JKB	15	NP_AJT
15	빠졌고,	빠지 었 고 ,	VV+EP+EC+SP	18	VP
16	이에	이 에	NP+JKB	18	NP_AJT
17	불만을	불만 을	NNG+JKO	18	NP_OBJ
18	품고	품 고	VV+EC	20	VP
19	트윗을	트윗 을	NNG+JKO	20	NP_OBJ
20	남겼다는	남기 었 다는	VV+EP+ETM	21	VP_MOD
21	주장이	주장 이	NNG+JKS	22	NP_SBJ
22	제기됐습니다.	제기 되 었 습니다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00099_wikitree	1년 이상의 시간이 흘러 익숙해졌을 법도 하지만 여전히 외계어를 대하는 것처럼 생소하고, 그 뜻을 전혀 모르는 사람도 상당하다.
1	1년	1 년	SN+NNB	2	NP
2	이상의	이상 의	NNG+JKG	3	NP_MOD
3	시간이	시간 이	NNG+JKS	4	NP_SBJ
4	흘러	흐르 어	VV+EC	5	VP
5	익숙해졌을	익숙하 여 지 었 을	VA+EC+VX+EP+ETM	6	VP_MOD
6	법도	법 도	NNB+JX	7	NP
7	하지만	하 지만	VV+EC	18	VP
8	여전히	여전히	MAG	12	AP
9	외계어를	외계어 를	NNG+JKO	10	NP_OBJ
10	대하는	대하 는	VV+ETM	11	VP_MOD
11	것처럼	것 처럼	NNB+JKB	12	NP_AJT
12	생소하고,	생소하 고 ,	VA+EC+SP	18	VP
13	그	그	MMD	14	DP
14	뜻을	뜻 을	NNG+JKO	16	NP_OBJ
15	전혀	전혀	MAG	16	AP
16	모르는	모르 는	VV+ETM	17	VP_MOD
17	사람도	사람 도	NNG+JX	18	NP_SBJ
18	상당하다.	상당 하 다 .	NNG+XSA+EF+SF	0	VP

## klue-dp-v1_train_00100_wikitree	검찰 측이 리의 증언이 구체적이지 않다고 지적하자 리는 직접 자리에서 일어나서 자신의 목을 붙잡고 무릎을 굽히면서 범행 장면을 재연해보이기도 했다.
1	검찰	검찰	NNG	2	NP
2	측이	측 이	NNB+JKS	7	NP_SBJ
3	리의	리 의	NNP+JKG	4	NP_MOD
4	증언이	증언 이	NNG+JKS	5	NP_SBJ
5	구체적이지	구체 적 이 지	NNG+XSN+VCP+EC	6	VNP
6	않다고	않 다고	VX+EC	7	VP_CMP
7	지적하자	지적 하 자	NNG+XSV+EC	19	VP
8	리는	리 는	NNP+JX	19	NP_SBJ
9	직접	직접	MAG	11	AP
10	자리에서	자리 에서	NNG+JKB	11	NP_AJT
11	일어나서	일 어 나 아서	VV+EC+VX+EC	16	VP
12	자신의	자신 의	NNG+JKG	13	NP_MOD
13	목을	목 을	NNG+JKO	14	NP_OBJ
14	붙잡고	붙잡 고	VV+EC	16	VP
15	무릎을	무릎 을	NNG+JKO	16	NP_OBJ
16	굽히면서	굽히 면서	VV+EC	19	VP
17	범행	범행	NNG	18	NP
18	장면을	장면 을	NNG+JKO	19	NP_OBJ
19	재연해보이기도	재연 하 여 보이 기 도	NNG+XSA+EC+VV+ETN+JX	20	VP
20	했다.	하 였 다 .	VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00101_wikitree	류현진은 올 시즌 28차례 선발 등판해 13승 7패에 평균 자책점 3.03이라는 준수한 성적을 내고 있다.
1	류현진은	류현진 은	NNP+JX	6	NP_SBJ
2	올	올	NNG	3	DP
3	시즌	시즌	NNG	6	NP_AJT
4	28차례	28 차례	SN+NNG	6	NP_AJT
5	선발	선발	NNG	6	NP
6	등판해	등판 하 여	NNG+XSV+EC	14	VP
7	13승	13 승	SN+NNG	8	NP
8	7패에	7 패 에	SN+NNG+JKB	11	NP_AJT
9	평균	평균	NNG	10	NP
10	자책점	자책 점	NNG+NNG	11	NP
11	3.03이라는	3 . 03 이 라는	SN+SP+SN+VCP+ETM	13	VNP_MOD
12	준수한	준수하 ㄴ	VA+ETM	13	VP_MOD
13	성적을	성적 을	NNG+JKO	14	NP_OBJ
14	내고	내 고	VV+EC	15	VP
15	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00102_wikitree	북한 조선중앙TV는 19일 김 명예부위원장이 지방의회 대의원 선거 투표에 참가한 사실과 영상을 함께 공개했다.
1	북한	북한	NNP	2	NP
2	조선중앙TV는	조선 중앙 TV 는	NNP+NNG+SL+JX	14	NP_SBJ
3	19일	19 일	SN+NNB	10	NP_AJT
4	김	김	NNP	5	NP
5	명예부위원장이	명예 부위원장 이	NNG+NNG+JKS	10	NP_SBJ
6	지방의회	지방 의회	NNG+NNG	8	NP
7	대의원	대 의원	XPN+NNG	8	NP
8	선거	선거	NNG	9	NP
9	투표에	투표 에	NNG+JKB	10	NP_AJT
10	참가한	참가 하 ㄴ	NNG+XSV+ETM	12	VP_MOD
11	사실과	사실 과	NNG+JC	12	NP_CNJ
12	영상을	영상 을	NNG+JKO	14	NP_OBJ
13	함께	함께	MAG	14	AP
14	공개했다.	공개 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00103_wikitree	당시 피해자 일부의 아이클라우드(애플의 데이터 저장 서비스) 계정이 해킹당한 것으로 알려지면서 클라우드 서비스의 보안성에 대한 우려가 제기되기도 했다.
1	당시	당시	NNG	9	NP_AJT
2	피해자	피해자	NNG	3	NP
3	일부의	일부 의	NNG+JKG	8	NP_MOD
4	아이클라우드(애플의	아이클라우드 ( 애플 의	NNP+SS+NNP+JKG	7	NP_MOD
5	데이터	데이터	NNG	6	NP
6	저장	저장	NNG	7	NP
7	서비스)	서비스 )	NNG+SS	8	NP
8	계정이	계정 이	NNG+JKS	9	NP_SBJ
9	해킹당한	해킹 당하 ㄴ	NNG+XSV+ETM	10	VP_MOD
10	것으로	것 으로	NNB+JKB	11	NP_AJT
11	알려지면서	알리 어 지 면서	VV+EC+VX+EC	17	VP
12	클라우드	클라우드	NNP	13	NP
13	서비스의	서비스 의	NNG+JKG	14	NP_MOD
14	보안성에	보안 성 에	NNG+XSN+JKB	15	NP_AJT
15	대한	대하 ㄴ	VV+ETM	16	VP_MOD
16	우려가	우려 가	NNG+JKS	17	NP_SBJ
17	제기되기도	제기 되 기 도	NNG+XSV+ETN+JX	18	VP
18	했다.	하 였 다 .	VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00104_wikitree	이후 4월 중순 B양이 먼저 A씨에게 연락했고, A씨는 범행 당일 B양을 집으로 불러 성교를 하기에 이르렀다.
1	이후	이후	NNG	7	NP_AJT
2	4월	4 월	SN+NNB	3	NP
3	중순	중순	NNG	7	NP_AJT
4	B양이	B 양 이	SL+NNB+JKS	7	NP_SBJ
5	먼저	먼저	MAG	7	AP
6	A씨에게	A 씨 에게	SL+NNB+JKB	7	NP_AJT
7	연락했고,	연락 하 였 고 ,	NNG+XSV+EP+EC+SP	16	VP
8	A씨는	A 씨 는	SL+NNB+JX	15	NP_SBJ
9	범행	범행	NNG	10	NP
10	당일	당일	NNG	15	NP_AJT
11	B양을	B 양 을	SL+NNB+JKO	13	NP_OBJ
12	집으로	집 으로	NNG+JKB	13	NP_AJT
13	불러	부르 어	VV+EC	15	VP
14	성교를	성교 를	NNG+JKO	15	NP_OBJ
15	하기에	하 기 에	VV+ETN+JKB	16	VP_AJT
16	이르렀다.	이르 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00105_wikitree	공정위의 이번 조치 결과는 미래부의 TV홈쇼핑사 사업 재승인에 적지 않은 영향을 미칠 것으로 보인다.
1	공정위의	공정위 의	NNP+JKG	3	NP_MOD
2	이번	이번	NNG	3	NP
3	조치	조치	NNG	4	NP
4	결과는	결과 는	NNG+JX	12	NP_SBJ
5	미래부의	미래부 의	NNP+JKG	8	NP_MOD
6	TV홈쇼핑사	TV 홈 쇼핑사	SL+NNG+NNG	7	NP
7	사업	사업	NNG	8	NP
8	재승인에	재 승인 에	XPN+NNG+JKB	12	NP_AJT
9	적지	적 지	VA+EC	10	VP
10	않은	않 은	VX+ETM	11	VP_MOD
11	영향을	영향 을	NNG+JKO	12	NP_OBJ
12	미칠	미치 ㄹ	VV+ETM	13	VP_MOD
13	것으로	것 으로	NNB+JKB	14	NP_AJT
14	보인다.	보이 ㄴ다 .	VV+EF+SF	0	VP

## klue-dp-v1_train_00106_wikitree	이 사진이 널리 알려지자 이스라엘과 '앙숙'인 레바논 네티즌들의 분노를 샀고 그레이지의 미스 레바논 자격을 박탈해야 한다는 격한 주장까지 나왔다.
1	이	이	MMD	2	DP
2	사진이	사진 이	NNG+JKS	4	NP_SBJ
3	널리	널리	MAG	4	AP
4	알려지자	알리 어 지 자	VV+EC+VX+EC	10	VP
5	이스라엘과	이스라엘 과	NNP+JC	6	NP_CNJ
6	'앙숙'인	' 앙숙 ' 이 ㄴ	SS+NNP+SS+VCP+ETM	8	VNP_MOD
7	레바논	레바논	NNP	8	NP
8	네티즌들의	네티즌 들 의	NNG+XSN+JKG	9	NP_MOD
9	분노를	분노 를	NNG+JKO	10	NP_OBJ
10	샀고	사 았 고	VV+EP+EC	19	VP
11	그레이지의	그레이지 의	NNP+JKG	14	NP_MOD
12	미스	미스	NNG	13	NP
13	레바논	레바논	NNP	14	NP
14	자격을	자격 을	NNG+JKO	15	NP_OBJ
15	박탈해야	박탈 하 여야	NNG+XSV+EC	16	VP
16	한다는	하 ㄴ다는	VX+ETM	18	VP_MOD
17	격한	격하 ㄴ	VA+ETM	18	VP_MOD
18	주장까지	주장 까지	NNG+JX	19	NP_SBJ
19	나왔다.	나오 았 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00107_wikitree	한편 해당 리조트 강당에는 사고 당시 관광객을 비롯해 부산 외대 신입생 등 100여명이 머물렀으며, 이들은 오는 3월 입학을 앞두고 환영회를 하고 있던 것으로 알려졌다.
1	한편	한편	MAG	24	AP
2	해당	해당	NNG	3	NP
3	리조트	리조트	NNG	4	NP
4	강당에는	강당 에 는	NNG+JKB+JX	14	NP_AJT
5	사고	사고	NNG	6	NP
6	당시	당시	NNG	14	NP_AJT
7	관광객을	관광객 을	NNG+JKO	8	NP_OBJ
8	비롯해	비롯하 여	VV+EC	14	VP
9	부산	부산	NNP	10	NP
10	외대	외대	NNP	11	NP
11	신입생	신입 생	NNG+XSN	12	NP
12	등	등	NNB	13	NP
13	100여명이	100 여 명 이	SN+XSN+NNB+JKS	14	NP_SBJ
14	머물렀으며,	머무르 었 으며 ,	VV+EP+EC+SP	19	VP
15	이들은	이 들 은	NP+XSN+JX	19	NP_SBJ
16	오는	오 는	VV+ETM	17	VP_MOD
17	3월	3 월	SN+NNB	18	NP
18	입학을	입학 을	NNG+JKO	19	NP_OBJ
19	앞두고	앞 두 고	NNG+VV+EC	21	VP
20	환영회를	환영회 를	NNG+JKO	21	NP_OBJ
21	하고	하 고	VV+EC	22	VP
22	있던	있 던	VX+ETM	23	VP_MOD
23	것으로	것 으로	NNB+JKB	24	NP_AJT
24	알려졌다.	알리 어 지 었 다 .	VV+EC+VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00108_wikitree	최종합계 18언더파 270타를 기록한 박 선수는15언더파 273타를 친 스페인의 카를로타 시간다를 3타 차로 따돌리고 시즌 5승째를 거뒀다.
1	최종합계	최종 합계	NNG+NNG	3	NP
2	18언더파	18 언더 파	SN+NNG+NNG	3	NP
3	270타를	270 타 를	SN+NNG+JKO	4	NP_OBJ
4	기록한	기록 하 ㄴ	NNG+XSV+ETM	6	VP_MOD
5	박	박	NNP	6	NP
6	선수는15언더파	선수 는 15 언더 파	NNG+JX+SN+NNG+NNG	7	NP
7	273타를	273 타 를	SN+NNG+JKO	8	NP_OBJ
8	친	치 ㄴ	VV+ETM	11	VP_MOD
9	스페인의	스페인 의	NNP+JKG	11	NP_MOD
10	카를로타	카를로타	NNP	11	NP
11	시간다를	시간다 를	NNP+JKO	14	NP_OBJ
12	3타	3 타	SN+NNG	13	NP
13	차로	차 로	NNB+JKB	14	NP_AJT
14	따돌리고	따돌리 고	VV+EC	17	VP
15	시즌	시즌	NNG	16	NP
16	5승째를	5 승 째 를	SN+NNB+XSN+JKO	17	NP_OBJ
17	거뒀다.	거두 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00109_wikitree	데 로사는 \"넘어야할 문제들이 많지만 작은 카메라가 혁신이 될 것이라고 생각한다”고 밝혔습니다.
1	데	데	NNP	2	NP
2	로사는	로사 는	NNP+JX	12	NP_SBJ
3	\"넘어야할	\" 넘 어야 하 ㄹ	SS+VV+EC+VX+ETM	4	VP_MOD
4	문제들이	문제 들 이	NNG+XSN+JKS	5	NP_SBJ
5	많지만	많 지만	VA+EC	9	VP
6	작은	작 은	VA+ETM	7	VP_MOD
7	카메라가	카메라 가	NNG+JKS	9	NP_SBJ
8	혁신이	혁신 이	NNG+JKC	9	NP_CMP
9	될	되 ㄹ	VV+ETM	10	VP_MOD
10	것이라고	것 이 라고	NNB+VCP+EC	11	VNP_CMP
11	생각한다”고	생각 하 ㄴ다 ” 고	NNG+XSV+EF+SS+JKQ	12	VP_AJT
12	밝혔습니다.	밝히 었 습니다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00110_wikitree	20일 아침 최저기온은 서울 3도, 대전 1도, 부산 7도, 광주 1도 등이다.
1	20일	20 일	SN+NNB	2	NP
2	아침	아침	NNG	3	NP
3	최저기온은	최저 기온 은	NNG+NNG+JX	12	NP_SBJ
4	서울	서울	NNP	5	NP
5	3도,	3 도 ,	SN+NNB+SP	11	NP_CNJ
6	대전	대전	NNP	7	NP
7	1도,	1 도 ,	SN+NNB+SP	11	NP_CNJ
8	부산	부산	NNP	9	NP
9	7도,	7 도 ,	SN+NNB+SP	11	NP_CNJ
10	광주	광주	NNP	11	NP
11	1도	1 도	SN+NNB	12	NP
12	등이다.	등 이 다 .	NNB+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00111_wikitree	이석기 통합진보당 의원이 지난 2002년 부인과 이혼한 뒤, 혼자서 생활해 온 것으로 알려졌습니다.
1	이석기	이석기	NNP	3	NP
2	통합진보당	통합진보당	NNP	3	NP
3	의원이	의원 이	NNG+JKS	10	NP_SBJ
4	지난	지나 ㄴ	VV+ETM	5	VP_MOD
5	2002년	2002 년	SN+NNB	7	NP_AJT
6	부인과	부인 과	NNG+JKB	7	NP_AJT
7	이혼한	이혼 하 ㄴ	NNG+XSV+ETM	8	VP_MOD
8	뒤,	뒤 ,	NNG+SP	10	NP_AJT
9	혼자서	혼자 서	NNG+JKS	10	NP_SBJ
10	생활해	생활 하 여	NNG+XSV+EC	11	VP
11	온	오 ㄴ	VX+ETM	12	VP_MOD
12	것으로	것 으로	NNB+JKB	13	NP_AJT
13	알려졌습니다.	알리 어 지 었 습니다 .	VV+EC+VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00112_wikitree	한국도로공사는 하행선에서 시작된 정체가 낮엔 더 심해질 것이며, 상행선은 오전 10시쯤부터 서서히 밀릴 것으로 예상했다.
1	한국도로공사는	한국도로공사 는	NNP+JX	15	NP_SBJ
2	하행선에서	하행선 에서	NNG+JKB	3	NP_AJT
3	시작된	시작 되 ㄴ	NNG+XSV+ETM	4	VP_MOD
4	정체가	정체 가	NNG+JKS	7	NP_SBJ
5	낮엔	낮 에 ㄴ	NNG+JKB+JX	7	NP_AJT
6	더	더	MAG	7	AP
7	심해질	심하 여 지 ㄹ	VA+EC+VX+ETM	8	VP_MOD
8	것이며,	것 이 며 ,	NNB+VCP+EC+SP	13	VNP
9	상행선은	상행선 은	NNG+JX	13	NP_SBJ
10	오전	오전	NNG	11	NP
11	10시쯤부터	10 시 쯤 부터	SN+NNB+XSN+JX	13	NP_AJT
12	서서히	서서히	MAG	13	AP
13	밀릴	밀리 ㄹ	VV+ETM	14	VP_MOD
14	것으로	것 으로	NNB+JKB	15	NP_AJT
15	예상했다.	예상 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00113_wikitree	2007년 제주에서 프로에 데뷔, 2010년까지 활약한 구자철은 이듬해 1월 독일 분데스리가의 볼프스부르크로 이적했다.
1	2007년	2007 년	SN+NNB	4	NP_AJT
2	제주에서	제주 에서	NNP+JKB	4	NP_AJT
3	프로에	프로 에	NNG+JKB	4	NP_AJT
4	데뷔,	데뷔 ,	NNG+SP	6	NP
5	2010년까지	2010 년 까지	SN+NNB+JX	6	NP_AJT
6	활약한	활약 하 ㄴ	NNG+XSV+ETM	7	VP_MOD
7	구자철은	구자철 은	NNP+JX	13	NP_SBJ
8	이듬해	이듬해	NNG	9	NP
9	1월	1 월	SN+NNB	13	NP_AJT
10	독일	독일	NNP	11	NP
11	분데스리가의	분데스리가 의	NNP+JKG	12	NP_MOD
12	볼프스부르크로	볼프스부르크 로	NNP+JKB	13	NP_AJT
13	이적했다.	이적 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00114_wikitree	그러나 마셸 여사는 모잠비크에 있는 만델라 소유의 4개 부동산과 다른 자산을 받는 대신 해당 권리를 포기할 것으로 보인다고 AFP는 전했다.
1	그러나	그러나	MAJ	20	AP
2	마셸	마셸	NNP	3	NP
3	여사는	여사 는	NNG+JX	16	NP_SBJ
4	모잠비크에	모잠비크 에	NNP+JKB	5	NP_AJT
5	있는	있 는	VV+ETM	9	VP_MOD
6	만델라	만델라	NNP	7	NP
7	소유의	소유 의	NNG+JKG	9	NP_MOD
8	4개	4 개	SN+NNB	9	NP
9	부동산과	부동산 과	NNG+JC	11	NP_AJT
10	다른	다른	MMD	11	DP
11	자산을	자산 을	NNG+JKO	12	NP_OBJ
12	받는	받 는	VV+ETM	13	VP_MOD
13	대신	대신	NNG	16	NP_AJT
14	해당	해당	NNG	15	NP
15	권리를	권리 를	NNG+JKO	16	NP_OBJ
16	포기할	포기 하 ㄹ	NNG+XSV+ETM	17	VP_MOD
17	것으로	것 으로	NNB+JKB	18	NP_AJT
18	보인다고	보이 ㄴ다고	VV+EC	20	VP_CMP
19	AFP는	AFP 는	SL+JX	20	NP_SBJ
20	전했다.	전하 였 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00115_wikitree	또한 그로 인한 피해는 고스란히 국민이 보게 되어있습니다.
1	또한	또한	MAG	7	AP
2	그로	그 로	MMD+JKB	3	NP_AJT
3	인한	인하 ㄴ	VV+ETM	4	VP_MOD
4	피해는	피해 는	NNG+JX	7	NP_OBJ
5	고스란히	고스란히	MAG	7	AP
6	국민이	국민 이	NNG+JKS	7	NP_SBJ
7	보게	보 게	VV+EC	8	VP
8	되어있습니다.	되 어 있 습니다 .	VV+EC+VX+EF+SF	0	VP

## klue-dp-v1_train_00116_wikitree	시진핑 중국 국가주석 내외가 오늘 낮 1박2일 일정의 국빈방문을 위해 한국에 도착했다.
1	시진핑	시진핑	NNP	3	NP
2	중국	중국	NNP	3	NP
3	국가주석	국가 주석	NNG+NNG	4	NP
4	내외가	내외 가	NNG+JKS	10	NP_SBJ
5	오늘	오늘	MAG	6	NP
6	낮	낮	NNG	10	NP_AJT
7	1박2일	1 박 2 일	SN+NNB+SN+NNB	8	NP
8	일정의	일정 의	NNG+JKG	9	NP_MOD
9	국빈방문을	국빈 방문 을	NNG+NNG+JKO	10	NP_OBJ
10	위해	위하 여	VV+EC	12	VP
11	한국에	한국 에	NNP+JKB	12	NP_AJT
12	도착했다.	도착 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00117_wikitree	경찰은 항공보안법 위반 혐의를 받는 바비킴을 피혐의자 신분으로 소환해 조사한 뒤 기내난동과 성추행 혐의가 인정되면 피의자 신분으로 전환할 계획이다.
1	경찰은	경찰 은	NNG+JX	10	NP_SBJ
2	항공보안법	항공 보안 법	NNG+NNG+NNG	3	NP
3	위반	위반	NNG	4	NP
4	혐의를	혐의 를	NNG+JKO	5	NP_OBJ
5	받는	받 는	VV+ETM	6	VP_MOD
6	바비킴을	바비킴 을	NNP+JKO	9	NP_OBJ
7	피혐의자	피 혐의자	XPN+NNG	8	NP
8	신분으로	신분 으로	NNG+JKB	9	NP_AJT
9	소환해	소환 하 여	NNG+XSV+EC	10	VP
10	조사한	조사 하 ㄴ	NNG+XSV+ETM	11	VP_MOD
11	뒤	뒤	NNG	15	NP_AJT
12	기내난동과	기내 난동 과	NNG+NNG+JC	13	NP_CNJ
13	성추행	성 추행	NNG+NNG	14	NP
14	혐의가	혐의 가	NNG+JKS	15	NP_SBJ
15	인정되면	인정 되 면	NNG+XSV+EC	19	VP
16	피의자	피의자	NNG	17	NP
17	신분으로	신분 으로	NNG+JKB	18	NP_AJT
18	전환할	전환 하 ㄹ	NNG+XSV+ETM	19	VP_MOD
19	계획이다.	계획 이 다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00118_wikitree	AFP통신과 영국 일간 가디언 등에 따르면 시리아 북부 코바니 출신 에이란 쿠르디(3)는 이날 오전 터키 휴양지 보드룸의 해변에서 싸늘한 시신으로 발견됐다.
1	AFP통신과	AFP 통신 과	SL+NNG+JC	4	NP_CNJ
2	영국	영국	NNP	3	NP
3	일간	일간	NNG	4	NP
4	가디언	가디언	NNP	5	NP
5	등에	등 에	NNB+JKB	6	NP_AJT
6	따르면	따르 면	VV+EC	21	VP
7	시리아	시리아	NNP	8	NP
8	북부	북부	NNG	9	NP
9	코바니	코바니	NNP	10	NP
10	출신	출신	NNG	12	NP
11	에이란	에이란	NNP	12	NP
12	쿠르디(3)는	쿠르디 ( 3 ) 는	NNP+SS+SN+SS+JX	21	NP_SBJ
13	이날	이 날	MMD+NNG	14	NP
14	오전	오전	NNG	21	NP_AJT
15	터키	터키	NNP	16	NP
16	휴양지	휴양지	NNG	17	NP
17	보드룸의	보드룸 의	NNP+JKG	18	NP_MOD
18	해변에서	해변 에서	NNG+JKB	21	NP_AJT
19	싸늘한	싸늘하 ㄴ	VA+ETM	20	VP_MOD
20	시신으로	시신 으로	NNG+JKB	21	NP_AJT
21	발견됐다.	발견 되 었 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00119_wikitree	가수 정애리가 반포 한강공원에서 숨진 것으로 알려진 가운데, 공원 관계자가 전한 말입니다.
1	가수	가수	NNG	2	NP
2	정애리가	정애리 가	NNP+JKS	5	NP_SBJ
3	반포	반포	NNG	4	NP
4	한강공원에서	한강 공원 에서	NNP+NNG+JKB	5	NP_AJT
5	숨진	숨지 ㄴ	VV+ETM	6	VP_MOD
6	것으로	것 으로	NNB+JKB	7	NP_AJT
7	알려진	알리 어 지 ㄴ	VV+EC+VX+ETM	8	VP_MOD
8	가운데,	가운데 ,	NNG+SP	11	NP_AJT
9	공원	공원	NNG	10	NP
10	관계자가	관계자 가	NNG+JKS	11	NP_SBJ
11	전한	전하 ㄴ	VV+ETM	12	VP_MOD
12	말입니다.	말 이 ㅂ니다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00120_wikitree	7일 대구 달성경찰서에 따르면 6일 오후 9시52분 대구 달성군 구지면 용암리의 한 아파트 6층 베란다에서 여고생 A(16)양이 뛰어내렸다.
1	7일	7 일	SN+NNB	2	NP
2	대구	대구	NNP	3	NP
3	달성경찰서에	달성경찰서 에	NNP+JKB	4	NP_AJT
4	따르면	따르 면	VV+EC	18	VP
5	6일	6 일	SN+NNB	6	NP
6	오후	오후	NNG	7	NP
7	9시52분	9 시 52 분	SN+NNB+SN+NNB	18	NP_AJT
8	대구	대구	NNP	9	NP
9	달성군	달성군	NNP	10	NP
10	구지면	구지면	NNP	11	NP
11	용암리의	용암리 의	NNP+JKG	15	NP_MOD
12	한	한	MMN	13	DP
13	아파트	아파트	NNG	14	NP
14	6층	6 층	SN+NNG	15	NP
15	베란다에서	베란다 에서	NNG+JKB	18	NP_AJT
16	여고생	여고 생	NNG+XSN	17	NP
17	A(16)양이	A ( 16 ) 양 이	SL+SS+SN+SS+NNB+JKS	18	NP_SBJ
18	뛰어내렸다.	뛰 어 내리 었 다 .	VV+EC+VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00121_wikitree	이들은 오후 3시 국회에서 열리는 운영위원회에 참석, '대화록 실종'을 공식 보고할 예정이다.
1	이들은	이 들 은	NP+XSN+JX	11	NP_SBJ
2	오후	오후	NNG	3	NP
3	3시	3 시	SN+NNB	7	NP_AJT
4	국회에서	국회 에서	NNG+JKB	5	NP_AJT
